account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,gender,age,senior_citizen,married,num_dependents,zip_code,city_name,population,customer_status,churn_label,churn_category,churn_reason
ARTL-XMNYY,8849-PRIQJ,67,7,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,3.3,221.1,19,Yes,Yes,Yes,109.4,7281.6,38.34,Female,53,No,Yes,2,93063,Simi Valley,49027,Stayed,No,,
KTOQ-LPXBT,8903-XEBGX,2,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.93,87.86,59,No,Yes,Yes,55.3,108.65,0.0,Male,22,No,No,1,93534,Lancaster,35109,Joined,No,,
EJPW-YMMSO,9253-QXKBE,29,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,6.25,181.25,21,Yes,Yes,No,94.45,2653.65,0.0,Male,73,Yes,Yes,0,95037,Morgan Hill,41707,Churned,Yes,Competitor,Competitor had better devices
SHAP-NVESL,9256-JTBNZ,11,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,48.92,538.12,0,No,No,No,20.3,246.3,0.0,Female,40,No,No,0,95469,Potter Valley,1884,Stayed,No,,
NPFK-PFJTM,0463-TXOAK,52,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,23.12,1202.24,0,No,No,No,25.6,1334.5,0.0,Male,26,No,No,1,95653,Madison,844,Stayed,No,,
TBWX-BPZYK,0883-EIBTI,2,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,28.02,56.04,0,No,No,No,19.5,31.55,0.0,Female,23,No,No,0,95612,Clarksburg,1417,Churned,Yes,Dissatisfaction,Limited range of services
TVNN-RMASN,1098-TDVUQ,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,9.44,9.44,0,No,No,No,19.25,19.25,0.0,Female,34,No,No,0,91977,Spring Valley,56100,Joined,No,,
SALT-SOCYJ,1428-GTBJJ,11,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,5.4,59.4,41,No,No,No,74.55,824.75,0.0,Male,20,No,No,0,95450,Jenner,438,Churned,Yes,Price,Long distance charges
SUSK-YQCHL,1833-VGRUM,1,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,48.95,48.95,23,No,No,No,74.2,74.2,0.0,Female,70,Yes,No,0,92570,Perris,36817,Churned,Yes,Price,Price too high
NLLE-BYSFM,1898-JSNDC,39,0,Yes,DSL,Yes,Yes,No,No,No,Yes,No,One Year,Yes,Credit Card,48.17,1878.63,58,Yes,No,No,58.6,2224.5,0.0,Female,23,No,No,0,95758,Elk Grove,47065,Stayed,No,,
PAYG-CRGUP,2075-RMJIK,5,3,Yes,Cable,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,47.06,235.3,52,No,No,No,49.4,232.55,0.0,Female,54,No,Yes,3,92070,Santa Ysabel,1143,Stayed,No,,
YNOT-RWAMA,2225-ZRGSG,70,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,5.48,383.6,14,No,No,No,93.9,6579.05,0.0,Female,38,No,Yes,0,93040,Piru,1459,Churned,Yes,Price,Long distance charges
NQFF-VJTWE,2325-ZUSFD,57,1,Yes,DSL,Yes,Yes,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,36.65,2089.05,7,Yes,Yes,Yes,70.1,3913.3,0.0,Female,46,No,Yes,0,92602,Irvine,2762,Churned,Yes,Dissatisfaction,Network reliability
NZVQ-PNUSO,2796-UUZZO,63,9,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,18.88,1189.44,48,No,No,No,80.3,4896.35,0.0,Male,30,No,Yes,2,96002,Redding,30338,Stayed,No,,
ZOHD-MUXXA,2969-WGHQO,7,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,18.91,132.37,29,Yes,No,No,69.45,477.05,0.0,Female,39,No,Yes,3,93426,Bradley,1363,Stayed,No,,
UWIQ-XWTTU,3097-FQTVJ,41,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Mailed Check,10.09,413.69,0,No,No,No,20.0,810.3,0.0,Female,23,No,No,0,95316,Denair,5513,Stayed,No,,
XCBE-KLSWP,3373-YZZYM,1,10,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,32.78,32.78,0,No,No,No,19.2,19.2,0.0,Male,57,No,Yes,3,95030,Los Gatos,13290,Joined,No,,
ZVKF-MJEQV,3413-DHLPB,60,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2.83,169.8,19,Yes,Yes,Yes,103.75,5969.95,0.0,Male,57,No,Yes,1,93445,Oceano,7435,Stayed,No,,
LTZX-PBEZP,3569-EDBPQ,24,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,25.81,619.44,3,No,No,No,84.35,1938.05,0.0,Female,44,No,No,0,95665,Pine Grove,4354,Stayed,No,,
FAIZ-AXIQO,3787-TRIAL,21,1,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,59,No,No,No,26.05,565.75,0.0,Male,23,No,Yes,9,93450,San Ardo,670,Stayed,No,,
WAWG-CHCOK,4065-JJAVA,1,0,Yes,DSL,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,16.99,16.99,8,No,No,No,49.5,49.5,0.0,Female,56,No,No,0,94605,Oakland,42854,Joined,No,,
ATCR-QWVQJ,4190-MFLUW,10,6,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,9.41,94.1,69,No,No,No,55.2,528.35,0.0,Female,21,No,Yes,0,92121,San Diego,4258,Churned,Yes,Competitor,Competitor made better offer
LAVX-QGDPA,4366-CTOUZ,50,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Two Year,Yes,Credit Card,15.1,755.0,9,Yes,Yes,Yes,100.2,5038.45,0.0,Female,36,No,No,0,94923,Bodega Bay,1785,Stayed,No,,
RNKE-RHXGQ,4550-VBOFE,70,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,17.45,1221.5,20,Yes,Yes,No,102.95,7101.5,15.24,Male,69,Yes,Yes,0,95372,Soulsbyville,1519,Churned,Yes,Competitor,Competitor had better devices
VNTH-PKPWE,4658-HCOHW,21,1,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,16.67,350.07,3,Yes,Yes,Yes,102.8,2110.15,0.0,Female,52,No,Yes,0,95470,Redwood Valley,5995,Churned,Yes,Competitor,Competitor had better devices
IDFL-APQPC,4749-OJKQU,4,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,23.5,94.0,22,No,No,No,75.65,302.35,0.0,Female,36,No,No,0,95132,San Jose,40568,Stayed,No,,
LEBF-SVSJW,4919-MOAVT,3,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,39.38,118.14,23,No,No,No,69.65,220.1,0.0,Male,53,No,No,0,91103,Pasadena,27891,Churned,Yes,Competitor,Competitor offered higher download speeds
CCMR-UWZGZ,4980-URKXC,36,1,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,12.61,453.96,0,No,No,No,20.85,720.05,0.0,Male,26,No,Yes,0,92310,Fort Irwin,9465,Stayed,No,,
OHRT-NUIEZ,5193-QLVZB,63,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Withdrawal,48.75,3071.25,21,Yes,Yes,Yes,104.75,6536.5,0.0,Male,52,No,No,0,96009,Bieber,595,Stayed,No,,
PRKR-TNWCZ,5215-LNLDJ,7,3,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,76,No,No,Yes,24.7,149.05,0.0,Female,20,No,Yes,2,95045,San Juan Bautista,3402,Stayed,No,,
BMFX-GESQV,5364-XYIRR,51,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.08,1075.08,9,Yes,Yes,Yes,94.65,4812.75,0.0,Male,44,No,Yes,0,90013,Los Angeles,9732,Churned,Yes,Competitor,Competitor had better devices
RGYH-AITWQ,5600-PDUJF,6,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,26.76,160.56,22,No,No,No,49.5,312.7,0.0,Male,60,No,No,0,90047,Los Angeles,47107,Stayed,No,,
PERN-PJCJY,6022-UGGSO,32,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,33.22,1063.04,9,No,No,No,74.4,2276.95,44.31,Female,70,Yes,No,0,95610,Citrus Heights,43718,Churned,Yes,Competitor,Competitor had better devices
ERHY-QLJOT,6048-NJXHX,41,1,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,35.46,1453.86,0,No,No,No,19.75,899.45,0.0,Male,21,No,Yes,0,92308,Apple Valley,28819,Stayed,No,,
PGMQ-FBMYC,6356-ELRKD,1,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,6.67,6.67,27,Yes,Yes,Yes,95.6,95.6,0.0,Female,29,No,No,0,92270,Rancho Mirage,12465,Churned,Yes,Other,Don't know
CFFF-YYRPO,6516-NKQBO,38,1,Yes,Cable,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,22.05,837.9,73,Yes,Yes,Yes,81.0,3084.9,0.0,Male,28,No,Yes,0,92882,Corona,60294,Stayed,No,,
QAEE-IBXKJ,6728-CZFEI,15,0,Yes,DSL,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,6.56,98.4,52,Yes,No,No,56.15,931.9,35.23,Female,28,No,No,0,95819,Sacramento,15975,Stayed,No,,
ZMWR-XFBAS,6777-TGHTM,53,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,29.8,1579.4,4,Yes,Yes,Yes,106.95,5785.5,0.0,Female,44,No,No,0,94122,San Francisco,55504,Churned,Yes,Competitor,Competitor had better devices
OTRN-BYYRI,7181-OQCUT,21,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Credit Card,15.89,333.69,3,Yes,Yes,Yes,103.85,2215.0,0.0,Male,60,No,No,0,93706,Fresno,35790,Stayed,No,,
RTZF-RAKNP,7253-UVNDW,46,0,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,45.2,2079.2,17,No,No,No,54.35,2460.15,0.0,Female,52,No,No,0,93108,Santa Barbara,12741,Churned,Yes,Dissatisfaction,Network reliability
HCJT-HEEAM,7321-PKUYW,11,0,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,22.36,245.96,3,Yes,No,No,90.15,987.95,0.0,Female,46,No,No,0,95417,Branscomb,176,Churned,Yes,Competitor,Competitor had better devices
SWMJ-OYWOZ,7338-ERIVA,39,0,Yes,DSL,Yes,No,No,Yes,Yes,No,No,One Year,No,Bank Withdrawal,0.0,0.0,13,Yes,No,No,45.05,1790.6,0.0,Male,40,No,No,0,96027,Etna,2156,Stayed,No,,
NVAL-DWATE,7379-POKDZ,3,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.71,80.13,11,No,No,No,70.3,208.85,0.0,Male,31,No,Yes,0,93536,Lancaster,49309,Churned,Yes,Competitor,Competitor had better devices
CJUL-IXZYU,7596-IIWYC,27,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,35.77,965.79,0,No,No,No,20.25,538.2,0.0,Female,62,No,No,0,95629,Fiddletown,850,Stayed,No,,
FPYI-OUMUI,7606-BPHHN,72,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,30.44,2191.68,0,No,No,No,19.8,1468.75,0.0,Male,39,No,No,0,92253,La Quinta,23971,Stayed,No,,
OOWG-PNAOB,7964-ZRKKG,67,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,One Year,Yes,Bank Withdrawal,37.6,2519.2,23,Yes,No,No,88.4,5798.3,0.0,Male,44,No,Yes,0,91411,Van Nuys,23646,Stayed,No,,
DOBT-INZER,8028-PNXHQ,62,4,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,48.73,3021.26,0,No,No,No,24.25,1424.6,0.0,Male,40,No,Yes,0,90242,Downey,42459,Stayed,No,,
DHEB-RFPIB,8198-RKSZG,14,8,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,No,Credit Card,9.77,136.78,21,Yes,Yes,Yes,80.45,1137.05,0.0,Female,43,No,Yes,3,94530,El Cerrito,23141,Stayed,No,,
QOBD-VNZWU,8229-MYEJZ,10,0,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,45.56,455.6,17,No,No,No,51.2,498.25,0.0,Female,44,No,No,0,91786,Upland,48827,Stayed,No,,
TQEI-EHXNZ,8232-CTLKO,66,9,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,8.39,553.74,16,Yes,No,No,59.75,3996.8,0.0,Female,58,No,Yes,2,92259,Ocotillo,471,Stayed,No,,
KASH-LLYGC,8329-IBCTI,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,6.08,6.08,0,No,No,No,19.65,19.65,0.0,Female,50,No,No,0,94931,Cotati,7936,Churned,Yes,Competitor,Competitor made better offer
DBXD-YUOON,8361-LTMKD,4,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Mailed Check,10.61,42.44,8,No,No,No,74.4,306.6,0.0,Male,75,Yes,Yes,0,92028,Fallbrook,42239,Churned,Yes,Competitor,Competitor made better offer
XLHS-YDIME,8434-PNQZX,42,0,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,20.27,851.34,15,Yes,Yes,Yes,78.45,3373.4,0.0,Female,56,No,No,0,90292,Marina Del Rey,18058,Stayed,No,,
UXXX-ZYILR,8671-KKKOS,46,3,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,30,Yes,No,No,45.55,2062.15,0.0,Female,50,No,Yes,0,95360,Newman,8504,Stayed,No,,
XBQU-HWKYY,8695-WDYEA,1,0,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,39.3,39.3,26,No,No,No,51.25,51.25,0.0,Male,32,No,No,0,95928,Chico,32848,Joined,No,,
JKMJ-QEZJM,8711-LOBKY,59,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,41.19,2430.21,0,No,No,No,19.85,1188.25,0.0,Male,50,No,Yes,1,95463,Navarro,148,Stayed,No,,
HAAN-INCHG,9055-MOJJJ,64,5,Yes,Cable,No,Yes,No,Yes,Yes,No,No,One Year,No,Mailed Check,26.7,1708.8,17,Yes,No,No,65.8,4068.0,27.79,Female,39,No,Yes,2,96024,Douglas City,960,Stayed,No,,
DGJM-XXQSL,9134-CEQMF,7,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,13.63,95.41,27,Yes,Yes,No,89.5,676.7,0.0,Male,75,Yes,Yes,0,95464,Nice,2223,Churned,Yes,Dissatisfaction,Network reliability
XAUD-CXTZB,9337-SRRNI,66,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,23.81,1571.46,0,No,No,No,25.3,1673.8,0.0,Male,64,No,No,3,95674,Rio Oso,947,Stayed,No,,
UFVC-EVUMR,9474-PHLYD,15,0,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.34,545.1,48,No,Yes,Yes,59.45,892.65,0.0,Female,25,No,No,0,91423,Sherman Oaks,29387,Churned,Yes,Dissatisfaction,Network reliability
MUVV-TZLVB,9846-GKXAS,9,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1.34,12.06,9,Yes,Yes,Yes,90.8,809.75,0.0,Female,53,No,No,0,94010,Burlingame,40346,Churned,Yes,Attitude,Attitude of support person
EOKO-VZQAI,9895-VFOXH,1,0,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,0.0,76,No,No,Yes,24.4,24.4,0.0,Female,19,No,No,0,95565,Scotia,1125,Joined,No,,
RRMB-JTEBY,0201-MIBOL,66,0,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,10.45,689.7,20,Yes,Yes,Yes,102.4,6471.85,0.0,Female,68,Yes,No,0,95368,Salida,12466,Stayed,No,,
ZNBQ-MYPFD,0463-WZZKO,3,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,16.39,49.17,0,No,No,No,20.75,67.1,0.0,Male,23,No,No,0,91406,Van Nuys,50047,Joined,No,,
LNXU-NKXLE,0975-UYDTX,26,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,25.63,666.38,19,Yes,Yes,Yes,90.1,2312.55,47.79,Female,46,No,Yes,0,91207,Glendale,9864,Stayed,No,,
KSVR-LVDHQ,0980-FEXWF,26,4,Yes,DSL,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,4.62,120.12,19,No,No,No,50.35,1285.8,0.0,Male,32,No,Yes,1,95629,Fiddletown,850,Stayed,No,,
LBYW-VZDCT,1268-ASBGA,16,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,9.93,158.88,27,No,Yes,No,85.35,1375.15,0.0,Female,66,Yes,Yes,0,90255,Huntington Park,78114,Churned,Yes,Dissatisfaction,Limited range of services
KZJB-QKFPE,1303-SRDOK,55,3,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,27.87,1532.85,17,No,No,No,69.05,3842.6,0.0,Female,52,No,Yes,2,95562,Rio Dell,3284,Stayed,No,,
WEQO-NPHVA,1460-UZPRJ,60,7,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,30.14,1808.4,0,No,No,No,19.95,1258.15,0.0,Male,39,No,Yes,0,92249,Heber,3535,Stayed,No,,
SSSI-EQJXL,1502-XFCVR,58,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,14.99,869.42,12,Yes,Yes,Yes,106.45,6145.85,0.0,Female,57,No,No,0,90038,Los Angeles,32562,Churned,Yes,Competitor,Competitor offered higher download speeds
USMN-YTGQV,1544-JJMYL,27,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,36.39,982.53,26,Yes,No,Yes,69.35,1927.3,0.0,Male,19,No,No,0,95119,San Jose,10155,Stayed,No,,
OXPC-OLXOG,1661-CZBAU,48,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,44.76,2148.48,18,No,Yes,Yes,70.95,3629.2,0.0,Male,50,No,No,0,95528,Carlotta,1072,Stayed,No,,
OOOF-YDLMV,1708-PBBOA,42,0,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0.0,13,No,Yes,Yes,54.75,2348.45,0.0,Female,51,No,No,0,92220,Banning,25859,Stayed,No,,
MMPK-GFKJN,1907-UBQFC,10,0,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,5.46,54.6,24,No,No,No,72.85,688.65,0.0,Male,69,Yes,No,0,94108,San Francisco,13723,Churned,Yes,Competitor,Competitor had better devices
WIDP-LEPKO,1925-LFCZZ,55,0,Yes,DSL,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0.0,23,Yes,Yes,No,50.05,2743.45,0.0,Male,71,Yes,No,0,91963,Potrero,905,Stayed,No,,
XYIU-JVYRG,2569-WGERO,72,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,22.77,1639.44,0,No,No,No,21.15,1419.4,19.31,Female,30,No,No,0,92285,Landers,2182,Stayed,No,,
JNMR-UJXIW,3800-LYTRK,14,0,Yes,DSL,No,Yes,No,Yes,Yes,No,No,One Year,No,Credit Card,27.68,387.52,26,No,No,No,55.7,795.15,0.0,Female,52,No,No,0,94956,Point Reyes Station,1885,Stayed,No,,
EFSM-ETUDF,4074-SJFFA,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,13.01,13.01,12,No,Yes,Yes,54.75,54.75,0.0,Female,44,No,No,0,94122,San Francisco,55504,Churned,Yes,Dissatisfaction,Network reliability
WZZT-FIISW,4529-CKBCL,2,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.79,99.58,22,Yes,No,No,80.2,146.05,0.0,Female,51,No,No,0,93001,Ventura,32899,Churned,Yes,Attitude,Attitude of service provider
VDJO-YHBIM,5640-CAXOA,30,0,Yes,Cable,Yes,No,No,Yes,No,No,No,One Year,Yes,Credit Card,0.0,0.0,42,No,Yes,Yes,40.35,1187.05,0.0,Female,23,No,No,0,93602,Auberry,3464,Stayed,No,,
PDXY-SZHJV,5666-CYCYZ,24,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,18.07,433.68,52,No,Yes,Yes,89.55,2259.35,0.0,Female,21,No,No,0,90640,Montebello,62425,Stayed,No,,
KMSR-EYFDY,5766-XQXMQ,29,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.02,29.58,19,No,Yes,Yes,68.85,1970.5,0.0,Female,45,No,No,0,95970,Princeton,495,Churned,Yes,Competitor,Competitor made better offer
NAGA-RNCMN,6419-ZTTLE,23,2,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,45.83,1054.09,0,No,No,No,20.75,485.2,37.64,Male,69,Yes,Yes,0,94599,Yountville,2873,Stayed,No,,
LRCW-LBZHH,6599-SFQVE,6,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,37.57,225.42,58,No,Yes,Yes,55.0,340.4,0.0,Female,27,No,No,0,95051,Santa Clara,52986,Stayed,No,,
GOWO-ONPWL,6692-YQHXC,16,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,27.43,438.88,27,No,No,No,69.95,1205.5,0.0,Male,43,No,No,0,95842,Sacramento,31373,Stayed,No,,
OOTK-OCDUC,6726-NNFWD,71,10,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Two Year,No,Credit Card,16.26,1154.46,27,No,Yes,No,89.45,6435.25,0.0,Female,74,Yes,Yes,0,92562,Murrieta,36149,Stayed,No,,
JTAZ-RBGQM,6861-XWTWQ,7,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.92,300.44,2,Yes,Yes,Yes,99.25,665.45,0.0,Male,71,Yes,Yes,0,94559,Napa,26894,Churned,Yes,Attitude,Attitude of support person
DFEP-INXZC,7508-MYBOG,14,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,7.26,101.64,42,Yes,No,No,86.1,1235.55,0.0,Male,20,No,Yes,0,95363,Patterson,15536,Churned,Yes,Competitor,Competitor had better devices
RDOW-CNFNB,7586-ZATGZ,40,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,17.83,713.2,27,Yes,No,No,84.9,3369.05,0.0,Male,59,No,No,0,96123,Ravendale,61,Stayed,No,,
XGEF-ZAVLF,7647-GYYKX,54,1,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,41.93,2264.22,0,No,No,No,20.35,1092.35,0.0,Female,48,No,Yes,4,92069,San Marcos,52664,Stayed,No,,
BFQX-WKKZG,7672-VFMXZ,57,6,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,15.48,882.36,15,No,No,No,55.7,3171.6,34.59,Male,31,No,Yes,0,90815,Long Beach,38902,Stayed,No,,
VNUJ-QRWSF,7711-YIJWC,61,3,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,12.72,775.92,48,Yes,Yes,Yes,84.9,5264.5,0.0,Male,21,No,Yes,2,96088,Shingletown,4231,Stayed,No,,
HOKM-YXAXY,7722-CVFXN,54,9,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,7.25,391.5,57,Yes,Yes,Yes,105.2,5637.85,23.01,Male,50,No,Yes,3,95064,Santa Cruz,4563,Stayed,No,,
HHFF-UBEPY,8592-PLTMQ,64,0,No,None,No,Yes,Yes,No,No,No,No,One Year,No,Mailed Check,4.03,257.92,0,No,No,No,24.7,1642.75,0.0,Female,53,No,No,0,92335,Fontana,82630,Stayed,No,,
ZBZF-AVMBG,8908-NMQTX,72,0,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0.0,9,Yes,Yes,Yes,65.6,4566.5,0.0,Male,36,No,No,0,94595,Walnut Creek,18024,Stayed,No,,
OMVC-IQBFH,9633-XQABV,3,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.4,76.2,10,No,No,No,70.25,229.7,0.0,Female,33,No,No,0,93635,Los Banos,29124,Joined,No,,
TILW-FNDJU,9840-DVNDC,6,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,6.4,38.4,26,Yes,No,No,80.5,463.05,0.0,Male,45,No,No,0,93536,Lancaster,49309,Churned,Yes,Attitude,Attitude of support person
WYYY-KCAKM,9885-MFVSU,35,7,Yes,DSL,No,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card,0.0,0.0,24,Yes,No,No,46.35,1662.05,0.0,Female,59,No,Yes,0,92064,Poway,47969,Stayed,No,,
